n_agents n_rounds n_runs lam mean variance std
100 1000 3000 0.88 50.490667 12.375913 3.517942
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 0 0.000000
25 0 0.000000
26 0 0.000000
27 0 0.000000
28 0 0.000000
29 0 0.000000
30 0 0.000000
31 0 0.000000
32 0 0.000000
33 0 0.000000
34 0 0.000000
35 0 0.000000
36 0 0.000000
37 1 0.000333
38 0 0.000000
39 0 0.000000
40 2 0.000667
41 9 0.003000
42 23 0.007667
43 51 0.017000
44 62 0.020667
45 90 0.030000
46 145 0.048333
47 185 0.061667
48 288 0.096000
49 309 0.103000
50 330 0.110000
51 321 0.107000
52 336 0.112000
53 256 0.085333
54 212 0.070667
55 159 0.053000
56 98 0.032667
57 67 0.022333
58 26 0.008667
59 14 0.004667
60 7 0.002333
61 6 0.002000
62 1 0.000333
63 2 0.000667
64 0 0.000000
65 0 0.000000
66 0 0.000000
67 0 0.000000
68 0 0.000000
69 0 0.000000
70 0 0.000000
71 0 0.000000
72 0 0.000000
73 0 0.000000
74 0 0.000000
75 0 0.000000
76 0 0.000000
77 0 0.000000
78 0 0.000000
79 0 0.000000
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
