n_agents n_rounds n_runs lam mean variance std
100 400 3000 0.77 50.583333 38.042389 6.167851
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000
20 0 0.000000
21 0 0.000000
22 0 0.000000
23 0 0.000000
24 0 0.000000
25 0 0.000000
26 0 0.000000
27 0 0.000000
28 1 0.000333
29 1 0.000333
30 1 0.000333
31 0 0.000000
32 1 0.000333
33 3 0.001000
34 1 0.000333
35 11 0.003667
36 9 0.003000
37 21 0.007000
38 13 0.004333
39 44 0.014667
40 66 0.022000
41 58 0.019333
42 87 0.029000
43 92 0.030667
44 92 0.030667
45 128 0.042667
46 133 0.044333
47 175 0.058333
48 170 0.056667
49 175 0.058333
50 179 0.059667
51 184 0.061333
52 180 0.060000
53 187 0.062333
54 156 0.052000
55 170 0.056667
56 142 0.047333
57 122 0.040667
58 110 0.036667
59 79 0.026333
60 58 0.019333
61 48 0.016000
62 34 0.011333
63 28 0.009333
64 14 0.004667
65 11 0.003667
66 10 0.003333
67 2 0.000667
68 2 0.000667
69 1 0.000333
70 0 0.000000
71 0 0.000000
72 1 0.000333
73 0 0.000000
74 0 0.000000
75 0 0.000000
76 0 0.000000
77 0 0.000000
78 0 0.000000
79 0 0.000000
80 0 0.000000
81 0 0.000000
82 0 0.000000
83 0 0.000000
84 0 0.000000
85 0 0.000000
86 0 0.000000
87 0 0.000000
88 0 0.000000
89 0 0.000000
90 0 0.000000
91 0 0.000000
92 0 0.000000
93 0 0.000000
94 0 0.000000
95 0 0.000000
96 0 0.000000
97 0 0.000000
98 0 0.000000
99 0 0.000000
100 0 0.000000
