n_agents n_rounds n_runs lam mean variance std
100 50 3000 0.06 50.188333 344.140864 18.551034
outcome count fraction
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 4 0.001333
5 3 0.001000
6 4 0.001333
7 5 0.001667
8 7 0.002333
9 4 0.001333
10 9 0.003000
11 10 0.003333
12 9 0.003000
13 14 0.004667
14 11 0.003667
15 15 0.005000
16 11 0.003667
17 12 0.004000
18 16 0.005333
19 24 0.008000
20 13 0.004333
21 18 0.006000
22 19 0.006333
23 23 0.007667
24 29 0.009667
25 32 0.010667
26 24 0.008000
27 29 0.009667
28 47 0.015667
29 38 0.012667
30 38 0.012667
31 39 0.013000
32 36 0.012000
33 43 0.014333
34 30 0.010000
35 44 0.014667
36 57 0.019000
37 55 0.018333
38 58 0.019333
39 48 0.016000
40 53 0.017667
41 66 0.022000
42 53 0.017667
43 57 0.019000
44 59 0.019667
45 48 0.016000
46 75 0.025000
47 64 0.021333
48 49 0.016333
49 53 0.017667
50 55 0.018333
51 62 0.020667
52 50 0.016667
53 73 0.024333
54 83 0.027667
55 52 0.017333
56 64 0.021333
57 60 0.020000
58 53 0.017667
59 57 0.019000
60 48 0.016000
61 63 0.021000
62 50 0.016667
63 49 0.016333
64 39 0.013000
65 49 0.016333
66 40 0.013333
67 44 0.014667
68 31 0.010333
69 38 0.012667
70 38 0.012667
71 40 0.013333
72 35 0.011667
73 29 0.009667
74 35 0.011667
75 23 0.007667
76 26 0.008667
77 22 0.007333
78 24 0.008000
79 15 0.005000
80 19 0.006333
81 24 0.008000
82 22 0.007333
83 20 0.006667
84 14 0.004667
85 13 0.004333
86 16 0.005333
87 14 0.004667
88 9 0.003000
89 7 0.002333
90 9 0.003000
91 2 0.000667
92 8 0.002667
93 12 0.004000
94 1 0.000333
95 4 0.001333
96 2 0.000667
97 1 0.000333
98 1 0.000333
99 0 0.000000
100 0 0.000000
